transaction_id,store_id,sku,sale_ts,quantity,unit_price
T20240107000001,S001,SKU00032,2024-01-07 11:23:00,2,5.3
T20240107000002,S002,SKU00014,2024-01-07 18:36:00,4,22.29
T20240107000003,S002, SKU00030 ,2024-01-07 20:14:00,1,3.16
T20240107000004,S002,SKU00039,2024-01-07 07:47:30,3,8.86
T20240107000005,S002,SKU00005,2024-01-07 14:49:30,1,1.32
T20240107000006,S002,SKU00040,2024-01-07 11:14:30,2,17.16
T20240107000007,S002,SKU00031,2024-01-07 09:13:30,1,14.81
T20240107000008,S001,SKU00017,2024-01-07 19:40:00,2,21.98
T20240107000009,S001, SKU00022 ,2024-01-07 10:52:30,1,5.46
T20240107000010,S001,SKU00014,2024-01-07 14:34:00,3,12.61
T20240107000011,S002,SKU00002,2024-01-07 18:46:00,1,6.77
T20240107000012,S002,SKU00008,2024-01-07 12:49:00,4,7.31
T20240107000013,S002,SKU00032,2024-01-07 11:34:30,2,12.4
T20240107000014,S001,SKU00015,2024-01-07 21:57:00,4,22.16
T20240107000015,S002,sku00029,2024-01-07 19:39:00,1,10.06
T20240107000016,S001,sku00004,2024-01-07 11:50:00,2,4.07
T20240107000017,S002,SKU00033,2024-01-07 13:06:00,1,8.24
T20240107000018,S002,SKU00012,2024-01-07 08:35:00,1,2.22
T20240107000019,S001,SKU00005,2024-01-07 18:39:00,1,6.23
T20240107000020,S002,SKU00019,2024-01-07 13:18:00,1,19.05
T20240107000021,S001,SKU00027,2024-01-07 07:40:00,2,2.17
T20240107000022,S001,SKU00011,2024-01-07 19:40:00,1,24.67
T20240107000023,S001,SKU00028,2024-01-07 20:13:30,1,5.37
T20240107000024,S002, SKU00029 ,2024-01-07 07:49:30,1,23.66
T20240107000025,S001,sku00002,2024-01-07 17:13:00,2,20.14
T20240107000026,S002,SKU00002,2024-01-07 19:03:00,3,12.24
T20240107000027,S001,SKU00046,2024-01-07 19:12:00,1,18.3
T20240107000028,S001,SKU00029,2024-01-07 18:39:30,1,21.01
T20240107000029,S002, SKU00042 ,2024-01-07 15:59:00,1,6.38
T20240107000030,S002, sku00045 ,2024-01-07 11:48:00,2,4.79
T20240107000031,S002,SKU00022,2024-01-07 15:57:00,1,18.2
T20240107000032,S001,sku00017,2024-01-07 08:05:00,2,11.34
T20240107000033,S002, SKU00023 ,2024-01-07 10:25:30,2,8.04
T20240107000034,S001,SKU00019,2024-01-07 15:48:00,4,8.87
T20240107000035,S002,SKU00014,2024-01-07 19:34:00,1,15.99
T20240107000036,S001,SKU00043,2024-01-07 20:13:00,2,15.26
T20240107000037,S001,SKU00041,2024-01-07 19:32:00,4,3.78
T20240107000038,S001,SKU00035,2024-01-07 16:30:00,4,20.81
T20240107000039,S002, SKU00027 ,2024-01-07 12:26:00,2,13.5
T20240107000040,S002,SKU00010,2024-01-07 18:40:00,2,18.01
T20240107000041,S001,SKU00019,2024-01-07 21:17:00,3,4.8
T20240107000042,S002,SKU00027,2024-01-07 15:55:00,1,11.88
T20240107000043,S001,SKU00048,2024-01-07 09:19:00,2,13.67
T20240107000044,S001,SKU00039,2024-01-07 07:12:00,4,23.86
T20240107000045,S002,SKU00021,2024-01-07 14:02:30,1,6.84
T20240107000046,S001,UNKNOWNX,2024-01-07 17:24:00,2,11.99
T20240107000047,S002,SKU00005,2024-01-07 18:15:00,1,24.3
T20240107000048,S001, SKU00014 ,2024-01-07 10:56:00,2,14.21
T20240107000049,S002, SKU00034 ,2024-01-07 19:36:30,1,19.59
T20240107000050,S002,sku00028,2024-01-07 16:23:00,2,17.42
T20240107000051,S002,SKU00021,2024-01-07 14:39:00,3,19.82
T20240107000052,S002,sku00017,2024-01-07 21:25:00,1,6.63
T20240107000053,S001,SKU00017,2024-01-07 18:05:00,1,9.91
T20240107000054,S002,SKU00023,2024-01-07 16:24:00,3,22.84
T20240107000055,S002,sku00016,2024-01-07 16:49:00,2,8.9
T20240107000056,S002,SKU00033,2024-01-07 07:04:00,1,18.38
T20240107000057,S001,sku00008,2024-01-07 10:51:30,3,17.67
T20240107000058,S001,SKU00006,2024-01-07 08:14:30,1,8.59
T20240107000059,S002,SKU00005,2024-01-07 07:01:00,2,16.06
T20240107000060,S002,sku00045,2024-01-07 19:29:00,1,5.56
T20240107000061,S001, SKU00001 ,2024-01-07 15:45:00,2,14.25
T20240107000062,S002, sku00016 ,2024-01-07 21:15:00,1,17.99
T20240107000063,S002,SKU00036,2024-01-07 13:46:30,1,14.45
T20240107000064,S001,SKU00024,2024-01-07 14:44:00,2,1.41
T20240107000065,S002, SKU00048 ,2024-01-07 13:14:00,2,17.47
T20240107000066,S002,sku00009,2024-01-07 17:26:00,4,14.98
T20240107000067,S002,SKU00005,2024-01-07 12:33:00,2,24.54
T20240107000068,S001,SKU00037,2024-01-07 10:05:30,4,14.88
T20240107000069,S001,SKU00050,2024-01-07 17:59:00,2,2.14
T20240107000070,S001,SKU00046,2024-01-07 18:19:00,3,18.38
T20240107000071,S002,sku00034,2024-01-07 17:28:30,3,15.82
T20240107000072,S001,sku00020,2024-01-07 19:38:30,4,2.54
T20240107000073,S001,SKU00012,2024-01-07 18:56:00,4,14.64
