transaction_id,store_id,sku,sale_ts,quantity,unit_price
T20240106000001,S001, sku00049 ,2024-01-06 15:52:00,2,13.43
T20240106000002,S001,sku00030,2024-01-06 13:59:30,1,2.16
T20240106000003,S001,SKU00039,2024-01-06 08:31:00,3,14.2
T20240106000004,S001,SKU00007,2024-01-06 14:30:00,2,6.01
T20240106000005,S001,SKU00010,2024-01-06 16:33:00,2,24.5
T20240106000006,S001,SKU00041,2024-01-06 11:59:00,4,2.91
T20240106000007,S001,SKU00042,2024-01-06 12:25:00,3,15.63
T20240106000008,S002,SKU00024,2024-01-06 20:11:00,1,22.93
T20240106000009,S002,SKU00031,2024-01-06 13:47:00,1,4.17
T20240106000010,S001,SKU00020,2024-01-06 15:29:00,2,5.92
T20240106000011,S002,SKU00020,2024-01-06 11:53:00,1,9.6
T20240106000012,S002,SKU00018,2024-01-06 11:12:00,1,12.96
T20240106000013,S001,SKU00017,2024-01-06 16:35:00,1,5.52
T20240106000014,S002,SKU00046,2024-01-06 21:24:30,1,18.24
T20240106000015,S002,SKU00047,2024-01-06 18:43:30,1,21.71
T20240106000016,S001,SKU00027,2024-01-06 19:00:00,2,11.06
T20240106000017,S001,SKU00024,2024-01-06 13:32:30,1,22.7
T20240106000018,S002,sku00032,2024-01-06 08:37:00,1,6.42
T20240106000019,S002,SKU00009,2024-01-06 19:36:00,3,22.27
T20240106000020,S002,SKU00001,2024-01-06 12:15:30,1,23.8
T20240106000021,S001,sku00044,2024-01-06 09:32:00,2,6.64
T20240106000022,S002,SKU00024,2024-01-06 18:57:00,2,17.94
T20240106000023,S002, SKU00002 ,2024-01-06 11:24:30,1,1.49
T20240106000024,S001, sku00039 ,2024-01-06 18:33:00,3,18.7
T20240106000025,S002,sku00011,2024-01-06 21:56:00,1,23.79
T20240106000026,S001,SKU00007,2024-01-06 07:30:30,1,23.74
T20240106000027,S001,SKU00045,2024-01-06 21:51:30,2,5.24
T20240106000028,S001, sku00024 ,2024-01-06 11:57:30,3,1.24
T20240106000029,S002,SKU00048,2024-01-06 15:45:00,1,11.13
T20240106000030,S001,sku00037,2024-01-06 10:37:00,4,22.4
T20240106000031,S001, SKU00042 ,2024-01-06 09:49:00,2,17.49
T20240106000032,S001,sku00015,2024-01-06 07:24:00,1,12.38
T20240106000033,S001,SKU00029,2024-01-06 19:34:30,4,16.53
T20240106000034,S001,SKU00044,2024-01-06 07:29:00,1,7.7
T20240106000035,S002,SKU00034,2024-01-06 18:41:30,1,20.53
T20240106000036,S002,sku00014,2024-01-06 20:33:00,1,5.06
T20240106000037,S001,sku00012,2024-01-06 14:04:00,1,15.05
T20240106000038,S002,SKU00010,2024-01-06 10:19:00,2,8.03
T20240106000039,S002,sku00003,2024-01-06 20:36:30,3,15.31
T20240106000040,S002, sku00032 ,2024-01-06 12:39:30,2,1.81
T20240106000041,S001,sku00011,2024-01-06 21:04:30,4,3.9
T20240106000042,S001,SKU00038,2024-01-06 11:15:00,2,24.71
T20240106000043,S001, SKU00026 ,2024-01-06 10:03:30,1,16.26
T20240106000044,S001, SKU00020 ,2024-01-06 15:21:30,1,2.77
T20240106000045,S001,SKU00008,2024-01-06 07:16:00,1,9.98
T20240106000046,S001,SKU00037,2024-01-06 11:13:00,1,12.67
T20240106000047,S001,SKU00040,2024-01-06 17:00:30,2,5.98
T20240106000048,S002,SKU00026,2024-01-06 16:57:00,3,15.16
T20240106000049,S002, SKU00026 ,2024-01-06 13:20:00,2,17.37
T20240106000050,S002,sku00039,2024-01-06 17:51:00,2,18.65
T20240106000051,S002,SKU00048,2024-01-06 19:49:00,3,18.7
T20240106000052,S001,sku00039,2024-01-06 12:50:30,3,1.63
T20240106000053,S001,SKU00007,2024-01-06 15:56:00,1,7.41
T20240106000054,S001,SKU00047,2024-01-06 08:16:00,2,14.34
T20240106000055,S001,SKU00033,2024-01-06 07:51:00,3,6.64
T20240106000056,S001,SKU00014,2024-01-06 18:47:30,1,18.56
T20240106000057,S002,SKU00040,2024-01-06 10:16:00,4,7.48
T20240106000058,S002,SKU00008,2024-01-06 14:59:00,2,2.17
T20240106000059,S001, SKU00038 ,2024-01-06 09:52:30,1,17.47
T20240106000060,S001,SKU00004,2024-01-06 09:14:00,2,3.24
T20240106000061,S001,SKU00005,2024-01-06 15:58:00,1,5.7
T20240106000062,S001,sku00005,2024-01-06 19:32:00,4,18.67
T20240106000063,S002,SKU00023,2024-01-06 07:54:00,3,20.47
T20240106000064,S001, SKU00036 ,2024-01-06 11:20:00,1,2.33
T20240106000065,S001,sku00004,2024-01-06 12:22:30,4,18.51
T20240106000066,S001,SKU00035,2024-01-06 21:24:00,2,4.41
T20240106000067,S002,SKU00047,2024-01-06 12:35:00,1,11.48
T20240106000068,S001,SKU00009,2024-01-06 09:14:30,4,24.49
T20240106000069,S001, SKU00015 ,2024-01-06 11:43:00,1,15.13
T20240106000070,S001,SKU00044,2024-01-06 09:11:00,2,5.68
T20240106000071,S001,SKU00026,2024-01-06 15:08:30,3,14.93
T20240106000072,S001, SKU00034 ,2024-01-06 12:18:00,1,21.05
T20240106000073,S002,sku00048,2024-01-06 11:44:30,3,15.78
T20240106000074,S002,SKU00049,2024-01-06 14:14:30,4,11.88
T20240106000075,S001, SKU00037 ,2024-01-06 19:43:00,4,18.59
T20240106000076,S002,sku00012,2024-01-06 14:57:00,3,9.82
T20240106000077,S002, SKU00036 ,2024-01-06 15:58:00,3,21.95
T20240106000078,S001, sku00004 ,2024-01-06 09:10:30,1,12.22
T20240106000079,S001,SKU00040,2024-01-06 19:42:00,2,23.1
T20240106000080,S001,sku00006,2024-01-06 18:38:00,1,24.41
T20240106000081,S002,sku00043,2024-01-06 11:31:00,1,21.47
T20240106000082,S002,SKU00015,2024-01-06 20:19:00,2,10.37
T20240106000083,S002,SKU00006,2024-01-06 10:48:00,1,4.56
T20240106000084,S002,SKU00049,2024-01-06 12:28:30,1,7.71
T20240106000085,S002,SKU00031,2024-01-06 16:04:30,3,20.92
T20240106000086,S002,sku00038,2024-01-06 14:53:00,3,13.04
T20240106000087,S001,sku00041,2024-01-06 21:02:30,4,7.2
T20240106000088,S002,SKU00017,2024-01-06 08:15:30,2,11.0
T20240106000089,S002,sku00037,2024-01-06 12:56:00,1,14.73
T20240106000090,S002,sku00029,2024-01-06 13:25:00,1,4.61
T20240106000091,S002,sku00011,2024-01-06 16:06:00,3,23.63
T20240106000092,S002,UNKNOWNX,2024-01-06 17:14:00,4,6.49
T20240106000093,S001,SKU00020,2024-01-06 17:39:00,4,6.91
T20240106000094,S001,SKU00006,2024-01-06 07:10:00,3,5.08
T20240106000095,S002,sku00023,2024-01-06 09:31:30,3,20.35
T20240106000096,S001,SKU00003,2024-01-06 21:03:30,4,4.86
T20240106000097,S001, SKU00020 ,2024-01-06 20:33:00,1,12.35
T20240106000098,S002, SKU00026 ,2024-01-06 11:07:00,3,22.02
T20240106000099,S001,SKU00038,2024-01-06 13:17:00,1,9.19
T20240106000100,S001,sku00007,2024-01-06 19:54:00,1,20.93
T20240106000101,S002, SKU00015 ,2024-01-06 13:33:00,1,10.1
T20240106000102,S001,sku00018,2024-01-06 16:26:00,1,3.58
T20240106000103,S001, SKU00050 ,2024-01-06 11:56:00,1,11.01
T20240106000104,S002,SKU00018,2024-01-06 11:01:00,4,19.65
T20240106000105,S001,SKU00045,2024-01-06 19:06:00,1,14.48
T20240106000106,S001,SKU00010,2024-01-06 14:18:00,4,22.72
T20240106000107,S001, SKU00029 ,2024-01-06 13:22:00,2,5.05
T20240106000108,S002,sku00012,2024-01-06 07:14:00,4,24.4
T20240106000109,S001,SKU00014,2024-01-06 14:45:30,2,4.23
