transaction_id,store_id,sku,sale_ts,quantity,unit_price
T20240102000001,S001,SKU00007,2024-01-02 08:30:30,4,17.46
T20240102000002,S001, SKU00027 ,2024-01-02 20:21:00,2,1.89
T20240102000003,S001,SKU00041,2024-01-02 18:31:30,2,15.59
T20240102000004,S001,UNKNOWNX,2024-01-02 13:48:00,2,15.77
T20240102000005,S001,SKU00042,2024-01-02 12:12:30,2,20.81
T20240102000006,S002,SKU00036,2024-01-02 07:57:00,3,12.07
T20240102000007,S001, sku00003 ,2024-01-02 16:22:00,2,4.11
T20240102000008,S002,SKU00007,2024-01-02 11:52:00,1,5.57
T20240102000009,S001,SKU00046,2024-01-02 11:47:00,3,11.94
T20240102000010,S001, sku00038 ,2024-01-02 17:34:00,1,15.75
T20240102000011,S001,SKU00011,2024-01-02 15:23:00,1,18.01
T20240102000012,S001, sku00015 ,2024-01-02 12:57:00,2,10.9
T20240102000013,S002,SKU00023,2024-01-02 11:58:30,2,11.87
T20240102000014,S001,SKU00015,2024-01-02 21:39:00,4,1.73
T20240102000015,S002,SKU00043,2024-01-02 08:40:00,2,14.99
T20240102000016,S002,sku00027,2024-01-02 15:59:00,4,6.93
T20240102000017,S001, SKU00046 ,2024-01-02 07:30:00,1,20.93
T20240102000018,S002,SKU00007,2024-01-02 14:19:00,2,9.15
T20240102000019,S002,SKU00003,2024-01-02 18:07:00,1,9.79
T20240102000020,S001,SKU00047,2024-01-02 12:07:30,1,21.39
T20240102000021,S002,SKU00022,2024-01-02 07:48:00,1,2.98
T20240102000022,S001,SKU00030,2024-01-02 18:21:00,3,5.92
T20240102000023,S001,SKU00045,2024-01-02 14:05:00,1,1.25
T20240102000024,S001, SKU00035 ,2024-01-02 11:19:00,1,7.43
T20240102000025,S001, SKU00020 ,2024-01-02 14:57:00,2,5.45
T20240102000026,S001,SKU00023,2024-01-02 20:51:00,1,21.84
T20240102000027,S002,SKU00048,2024-01-02 18:22:00,1,24.49
T20240102000028,S001,SKU00019,2024-01-02 15:08:00,3,18.88
T20240102000029,S001, SKU00042 ,2024-01-02 19:18:00,4,9.69
T20240102000030,S001,sku00018,2024-01-02 08:39:00,3,7.19
T20240102000031,S002,SKU00017,2024-01-02 09:31:00,1,21.8
T20240102000032,S001, SKU00038 ,2024-01-02 19:28:00,1,15.27
T20240102000033,S002, sku00043 ,2024-01-02 07:49:00,2,1.83
T20240102000034,S001, SKU00017 ,2024-01-02 15:11:00,2,7.73
T20240102000035,S001, SKU00009 ,2024-01-02 20:09:30,1,15.9
T20240102000036,S001,sku00041,2024-01-02 09:26:00,4,20.81
T20240102000037,S001,SKU00038,2024-01-02 11:14:00,1,1.78
T20240102000038,S002,SKU00003,2024-01-02 12:53:30,1,4.59
T20240102000039,S001,SKU00025,2024-01-02 16:40:00,2,6.38
T20240102000040,S001,SKU00006,2024-01-02 21:09:00,2,12.86
T20240102000041,S002,SKU00035,2024-01-02 08:24:00,1,8.91
T20240102000042,S002,SKU00025,2024-01-02 17:47:00,1,8.6
T20240102000043,S001,SKU00007,2024-01-02 21:30:30,2,9.97
T20240102000044,S002,sku00010,2024-01-02 19:22:00,1,20.55
T20240102000045,S001, SKU00031 ,2024-01-02 12:47:00,2,6.22
T20240102000046,S002,SKU00035,2024-01-02 10:31:00,1,18.71
T20240102000047,S001,SKU00021,2024-01-02 13:53:00,2,18.21
T20240102000048,S002,SKU00041,2024-01-02 08:05:30,2,23.14
T20240102000049,S002, SKU00003 ,2024-01-02 16:43:00,2,15.92
T20240102000050,S002,SKU00022,2024-01-02 15:24:00,1,10.69
T20240102000051,S002,sku00036,2024-01-02 09:44:00,1,13.06
T20240102000052,S002,SKU00018,2024-01-02 18:00:00,1,13.53
T20240102000053,S001,SKU00010,2024-01-02 17:58:00,1,24.18
T20240102000054,S001, SKU00046 ,2024-01-02 15:12:00,2,10.02
T20240102000055,S002,SKU00013,2024-01-02 10:48:00,1,3.48
T20240102000056,S001,SKU00011,2024-01-02 09:00:00,1,19.98
T20240102000057,S002,SKU00041,2024-01-02 18:35:00,1,14.94
T20240102000058,S002,SKU00023,2024-01-02 21:23:00,3,1.14
T20240102000059,S001,SKU00004,2024-01-02 13:12:00,2,7.23
T20240102000060,S002,SKU00031,2024-01-02 14:53:00,1,13.0
T20240102000061,S002,SKU00032,2024-01-02 08:15:00,2,8.75
T20240102000062,S001,SKU00035,2024-01-02 18:26:00,1,7.37
T20240102000063,S002,SKU00027,2024-01-02 09:23:00,2,5.73
T20240102000064,S002,sku00027,2024-01-02 14:03:30,1,1.16
T20240102000065,S001,SKU00023,2024-01-02 09:09:00,4,24.36
T20240102000066,S002,SKU00031,2024-01-02 16:25:00,1,2.0
T20240102000067,S002,SKU00027,2024-01-02 07:36:00,1,12.47
T20240102000068,S002, SKU00017 ,2024-01-02 08:43:00,2,18.04
T20240102000069,S002,SKU00021,2024-01-02 13:19:00,3,19.23
T20240102000070,S001,SKU00038,2024-01-02 09:38:00,1,18.58
T20240102000071,S001,sku00012,2024-01-02 10:48:00,4,12.03
T20240102000072,S001,SKU00045,2024-01-02 09:53:00,1,15.72
T20240102000073,S001,SKU00040,2024-01-02 18:50:30,2,19.68
T20240102000074,S002,SKU00005,2024-01-02 07:04:00,1,4.84
T20240102000075,S001,SKU00001,2024-01-02 16:13:00,3,2.11
T20240102000076,S002,SKU00034,2024-01-02 14:35:00,1,9.44
T20240102000077,S001,sku00001,2024-01-02 09:28:00,1,13.52
T20240102000078,S002,SKU00043,2024-01-02 21:48:00,4,18.95
T20240102000079,S001,SKU00034,2024-01-02 19:28:00,1,24.14
T20240102000080,S001,SKU00030,2024-01-02 07:03:00,2,7.67
T20240102000081,S002,sku00010,2024-01-02 14:37:00,1,9.01
T20240102000082,S002,sku00025,2024-01-02 16:41:00,1,19.39
T20240102000083,S001,sku00045,2024-01-02 20:55:30,2,4.67
T20240102000084,S001,SKU00010,2024-01-02 21:10:00,2,9.23
T20240102000085,S001,SKU00024,2024-01-02 19:05:30,1,7.44
T20240102000086,S001,SKU00047,2024-01-02 07:51:30,2,22.81
T20240102000087,S001,SKU00018,2024-01-02 11:32:00,1,22.87
T20240102000088,S001,SKU00048,2024-01-02 09:39:00,3,22.89
T20240102000089,S001,SKU00050,2024-01-02 20:51:00,1,14.02
T20240102000090,S002,SKU00011,2024-01-02 14:45:00,2,11.2
T20240102000091,S002,SKU00027,2024-01-02 09:48:00,2,16.62
T20240102000092,S002,sku00046,2024-01-02 16:17:00,2,13.5
T20240102000093,S002,SKU00044,2024-01-02 09:34:00,3,22.52
T20240102000094,S002,SKU00014,2024-01-02 10:08:00,1,21.61
T20240102000095,S002,SKU00015,2024-01-02 09:47:00,1,19.08
T20240102000096,S001, SKU00003 ,2024-01-02 15:11:00,2,23.38
T20240102000097,S001,SKU00001,2024-01-02 18:14:00,2,7.74
T20240102000098,S001,SKU00005,2024-01-02 10:01:00,3,3.47
T20240102000099,S002,SKU00023,2024-01-02 18:40:00,4,3.63
T20240102000100,S001,sku00049,2024-01-02 09:06:00,1,2.59
T20240102000101,S001,SKU00043,2024-01-02 07:49:30,3,16.69
T20240102000102,S001, sku00020 ,2024-01-02 13:57:00,1,1.85
T20240102000103,S001, sku00013 ,2024-01-02 15:05:00,4,6.22
T20240102000104,S002,SKU00016,2024-01-02 19:00:00,2,23.9
T20240102000105,S001,SKU00028,2024-01-02 19:28:00,4,10.16
