transaction_id,store_id,sku,sale_ts,quantity,unit_price
T20240119000001,S002,SKU00004,2024-01-19 09:20:00,2,6.09
T20240119000002,S002,SKU00023,2024-01-19 11:28:30,2,7.16
T20240119000003,S002,SKU00031,2024-01-19 12:00:30,1,12.61
T20240119000004,S002,sku00045,2024-01-19 14:20:00,2,1.35
T20240119000005,S001,SKU00036,2024-01-19 17:58:00,3,6.48
T20240119000006,S001,SKU00005,2024-01-19 21:37:00,3,1.19
T20240119000007,S001,SKU00011,2024-01-19 18:25:30,1,8.29
T20240119000008,S001,sku00008,2024-01-19 09:34:00,1,19.43
T20240119000009,S002,SKU00037,2024-01-19 16:05:00,4,15.13
T20240119000010,S002,SKU00005,2024-01-19 10:42:00,2,14.28
T20240119000011,S001,SKU00042,2024-01-19 12:50:00,2,19.64
T20240119000012,S001,SKU00038,2024-01-19 07:31:00,1,12.66
T20240119000013,S001, SKU00002 ,2024-01-19 08:27:30,4,18.86
T20240119000014,S002,SKU00020,2024-01-19 17:29:00,1,1.14
T20240119000015,S002, SKU00012 ,2024-01-19 12:40:00,1,18.21
T20240119000016,S001,sku00035,2024-01-19 09:10:00,2,19.97
T20240119000017,S001,SKU00020,2024-01-19 13:50:00,1,1.61
T20240119000018,S001,SKU00029,2024-01-19 11:28:00,2,5.98
T20240119000019,S001, SKU00044 ,2024-01-19 07:20:30,2,11.23
T20240119000020,S002,SKU00048,2024-01-19 16:51:30,4,3.17
T20240119000021,S001,sku00037,2024-01-19 12:34:00,1,22.75
T20240119000022,S001,SKU00004,2024-01-19 09:09:00,1,14.02
T20240119000023,S002,SKU00040,2024-01-19 18:10:30,3,10.19
T20240119000024,S001,SKU00040,2024-01-19 10:22:30,2,17.58
T20240119000025,S001,SKU00041,2024-01-19 17:26:00,2,10.6
T20240119000026,S001, SKU00044 ,2024-01-19 07:23:00,1,16.07
T20240119000027,S001,sku00046,2024-01-19 21:22:00,1,10.06
T20240119000028,S002,SKU00017,2024-01-19 16:58:00,3,6.41
T20240119000029,S002,SKU00046,2024-01-19 17:11:00,1,9.12
T20240119000030,S001, SKU00049 ,2024-01-19 18:49:30,4,5.8
T20240119000031,S002,sku00025,2024-01-19 09:16:00,2,7.63
T20240119000032,S002, SKU00004 ,2024-01-19 11:10:00,2,16.47
T20240119000033,S002,sku00004,2024-01-19 09:27:30,4,19.41
