transaction_id,store_id,sku,sale_ts,quantity,unit_price
T20240117000001,S002, sku00011 ,2024-01-17 17:33:00,1,20.94
T20240117000002,S002,SKU00003,2024-01-17 07:17:00,3,1.24
T20240117000003,S002,SKU00023,2024-01-17 07:16:00,1,14.88
T20240117000004,S001,SKU00021,2024-01-17 18:41:00,1,5.66
T20240117000005,S001,sku00040,2024-01-17 15:04:30,1,15.02
T20240117000006,S001,SKU00023,2024-01-17 15:23:30,1,22.56
T20240117000007,S001,SKU00008,2024-01-17 14:33:00,2,19.36
T20240117000008,S001,SKU00008,2024-01-17 17:41:00,2,14.84
T20240117000009,S002, SKU00039 ,2024-01-17 11:50:00,2,3.24
T20240117000010,S001,SKU00014,2024-01-17 18:32:00,2,20.72
T20240117000011,S001,SKU00013,2024-01-17 21:05:00,1,7.1
T20240117000012,S002,SKU00004,2024-01-17 15:28:00,1,21.02
T20240117000013,S001,sku00030,2024-01-17 20:48:00,3,4.38
T20240117000014,S002,SKU00048,2024-01-17 07:35:00,3,24.7
T20240117000015,S002, SKU00020 ,2024-01-17 08:00:00,1,1.89
T20240117000016,S001, SKU00026 ,2024-01-17 18:50:00,1,18.4
T20240117000017,S001,SKU00031,2024-01-17 10:07:30,2,2.23
T20240117000018,S002,SKU00019,2024-01-17 14:37:00,2,11.06
T20240117000019,S001,SKU00020,2024-01-17 12:07:00,1,4.85
T20240117000020,S002,SKU00020,2024-01-17 14:41:00,1,7.26
T20240117000021,S001,SKU00039,2024-01-17 18:48:00,3,19.44
T20240117000022,S001,SKU00026,2024-01-17 18:40:00,3,9.87
T20240117000023,S001,SKU00030,2024-01-17 11:46:00,1,5.45
T20240117000024,S002,sku00047,2024-01-17 11:43:30,4,16.9
T20240117000025,S001,sku00020,2024-01-17 21:11:00,1,19.15
T20240117000026,S002,SKU00011,2024-01-17 16:20:00,3,17.32
T20240117000027,S001,SKU00025,2024-01-17 07:49:00,1,1.01
T20240117000028,S002,SKU00018,2024-01-17 14:47:30,1,16.52
T20240117000029,S001,SKU00025,2024-01-17 08:57:00,4,16.47
T20240117000030,S002,SKU00022,2024-01-17 14:42:30,1,22.22
T20240117000031,S002,SKU00045,2024-01-17 11:18:00,1,2.03
T20240117000032,S001,SKU00032,2024-01-17 17:57:00,1,13.9
T20240117000033,S002, SKU00029 ,2024-01-17 10:17:00,2,8.6
T20240117000034,S001, SKU00036 ,2024-01-17 11:04:00,2,18.94
T20240117000035,S002,SKU00036,2024-01-17 09:01:00,2,4.37
T20240117000036,S001,SKU00006,2024-01-17 10:47:00,4,3.45
T20240117000037,S001,sku00032,2024-01-17 08:15:00,1,4.72
