transaction_id,store_id,sku,sale_ts,quantity,unit_price
T20240116000001,S001,SKU00031,2024-01-16 19:57:30,1,15.36
T20240116000002,S002,SKU00038,2024-01-16 14:48:00,4,3.63
T20240116000003,S001,SKU00005,2024-01-16 09:06:30,1,16.65
T20240116000004,S001,SKU00003,2024-01-16 10:12:30,2,4.57
T20240116000005,S001,SKU00022,2024-01-16 15:22:00,4,21.7
T20240116000006,S001,sku00029,2024-01-16 19:21:30,3,17.33
T20240116000007,S001,SKU00026,2024-01-16 10:59:00,1,20.69
T20240116000008,S002,SKU00009,2024-01-16 16:23:00,1,1.56
T20240116000009,S002, SKU00042 ,2024-01-16 13:48:00,1,24.54
T20240116000010,S002,SKU00042,2024-01-16 07:38:00,2,23.6
T20240116000011,S001,SKU00021,2024-01-16 18:07:30,1,23.8
T20240116000012,S002, SKU00048 ,2024-01-16 21:18:00,1,22.89
T20240116000013,S001, SKU00032 ,2024-01-16 20:30:00,1,1.07
T20240116000014,S001,sku00047,2024-01-16 12:29:30,3,2.13
T20240116000015,S002, SKU00049 ,2024-01-16 21:33:00,2,2.85
T20240116000016,S001,SKU00035,2024-01-16 11:21:00,1,1.07
T20240116000017,S001,SKU00016,2024-01-16 13:33:00,1,10.13
T20240116000018,S002,SKU00028,2024-01-16 16:16:00,1,20.74
T20240116000019,S002,SKU00023,2024-01-16 10:48:00,4,2.56
T20240116000020,S002,SKU00019,2024-01-16 07:47:30,2,18.41
T20240116000021,S002,SKU00046,2024-01-16 07:31:00,2,11.83
T20240116000022,S002,SKU00040,2024-01-16 13:05:00,1,7.79
T20240116000023,S001,SKU00025,2024-01-16 14:32:00,2,16.89
T20240116000024,S002, SKU00045 ,2024-01-16 16:12:00,4,14.96
T20240116000025,S001, SKU00032 ,2024-01-16 15:14:30,1,15.56
T20240116000026,S002, SKU00001 ,2024-01-16 14:42:00,2,18.33
T20240116000027,S002,SKU00028,2024-01-16 17:46:00,4,9.48
T20240116000028,S001,sku00027,2024-01-16 15:53:00,1,23.25
T20240116000029,S001,SKU00003,2024-01-16 11:26:30,4,19.77
T20240116000030,S002, SKU00027 ,2024-01-16 09:26:00,1,13.14
T20240116000031,S001,sku00033,2024-01-16 11:43:30,2,4.27
T20240116000032,S001, sku00033 ,2024-01-16 18:46:30,1,8.24
T20240116000033,S001,SKU00043,2024-01-16 20:52:30,3,5.81
T20240116000034,S001,SKU00012,2024-01-16 08:04:00,2,20.28
T20240116000035,S001,SKU00008,2024-01-16 13:54:00,1,12.51
T20240116000036,S001, SKU00050 ,2024-01-16 09:17:00,2,1.02
T20240116000037,S001,SKU00033,2024-01-16 18:41:00,2,18.63
T20240116000038,S002,SKU00041,2024-01-16 16:51:00,2,1.7
T20240116000039,S001, sku00025 ,2024-01-16 08:54:00,2,23.75
T20240116000040,S001,sku00004,2024-01-16 10:13:00,1,5.56
T20240116000041,S001,SKU00003,2024-01-16 19:15:30,4,24.74
T20240116000042,S002,SKU00001,2024-01-16 19:57:00,4,5.26
T20240116000043,S001, SKU00043 ,2024-01-16 10:42:00,3,16.07
T20240116000044,S001, sku00036 ,2024-01-16 21:11:30,1,10.59
T20240116000045,S002,sku00049,2024-01-16 16:06:00,2,23.69
T20240116000046,S001,sku00037,2024-01-16 07:46:30,4,3.68
T20240116000047,S002,UNKNOWNX,2024-01-16 14:12:00,4,21.03
T20240116000048,S002,SKU00012,2024-01-16 13:18:30,2,15.37
T20240116000049,S002,SKU00012,2024-01-16 20:22:30,2,5.55
T20240116000050,S001,SKU00014,2024-01-16 15:11:00,2,12.73
T20240116000051,S001,sku00034,2024-01-16 07:16:00,2,13.88
T20240116000052,S001,SKU00031,2024-01-16 09:44:00,4,19.19
T20240116000053,S002,SKU00048,2024-01-16 07:03:00,2,9.12
T20240116000054,S001,SKU00047,2024-01-16 19:27:30,2,16.64
T20240116000055,S002,SKU00034,2024-01-16 10:41:00,3,24.54
T20240116000056,S001,SKU00023,2024-01-16 12:47:30,1,9.8
T20240116000057,S002,sku00048,2024-01-16 12:55:00,1,3.74
T20240116000058,S002,SKU00027,2024-01-16 15:46:00,3,16.36
T20240116000059,S001, SKU00036 ,2024-01-16 12:08:30,4,10.75
T20240116000060,S002,SKU00023,2024-01-16 16:52:00,1,3.57
T20240116000061,S002,sku00030,2024-01-16 19:21:00,1,8.45
T20240116000062,S002,SKU00013,2024-01-16 20:36:00,2,20.74
T20240116000063,S001, SKU00012 ,2024-01-16 10:30:00,1,2.01
T20240116000064,S002,sku00042,2024-01-16 19:35:30,2,4.81
T20240116000065,S002,SKU00030,2024-01-16 11:32:00,2,9.52
T20240116000066,S002,SKU00020,2024-01-16 15:12:00,4,11.38
T20240116000067,S001,SKU00037,2024-01-16 15:21:00,3,20.2
T20240116000068,S001, SKU00026 ,2024-01-16 12:00:00,1,6.3
T20240116000069,S001,sku00013,2024-01-16 11:59:00,1,20.44
T20240116000070,S002,sku00021,2024-01-16 12:42:00,3,11.19
T20240116000071,S001, SKU00011 ,2024-01-16 21:10:00,1,18.77
