transaction_id,store_id,sku,sale_ts,quantity,unit_price
T20240104000001,S002,SKU00014,2024-01-04 10:30:30,2,21.53
T20240104000002,S002,SKU00017,2024-01-04 20:37:30,2,21.49
T20240104000003,S002,SKU00040,2024-01-04 13:44:00,2,18.41
T20240104000004,S002,SKU00030,2024-01-04 08:01:00,1,13.52
T20240104000005,S002,SKU00019,2024-01-04 19:34:00,1,3.99
T20240104000006,S002,sku00018,2024-01-04 11:19:00,1,23.57
T20240104000007,S001,SKU00003,2024-01-04 19:20:30,1,2.52
T20240104000008,S002,SKU00047,2024-01-04 09:26:00,1,24.68
T20240104000009,S002,SKU00021,2024-01-04 11:34:00,3,9.67
T20240104000010,S002,sku00044,2024-01-04 14:35:00,1,7.97
T20240104000011,S001, SKU00040 ,2024-01-04 14:43:30,1,22.42
T20240104000012,S002,sku00025,2024-01-04 08:35:30,2,6.37
T20240104000013,S001,sku00003,2024-01-04 21:47:00,1,14.73
T20240104000014,S002,SKU00016,2024-01-04 14:22:00,2,17.13
T20240104000015,S001,SKU00004,2024-01-04 10:31:00,4,21.78
T20240104000016,S001,SKU00032,2024-01-04 08:01:00,1,8.56
T20240104000017,S002,SKU00041,2024-01-04 20:48:00,2,18.78
T20240104000018,S002,SKU00023,2024-01-04 19:14:00,4,21.07
T20240104000019,S001, SKU00050 ,2024-01-04 08:17:00,3,18.74
T20240104000020,S002,sku00041,2024-01-04 12:59:00,1,17.55
T20240104000021,S002,SKU00049,2024-01-04 07:29:00,3,22.35
T20240104000022,S002,SKU00003,2024-01-04 17:29:30,2,14.8
T20240104000023,S001,SKU00012,2024-01-04 16:37:00,2,18.01
T20240104000024,S002, SKU00047 ,2024-01-04 10:50:00,1,6.25
T20240104000025,S001, sku00030 ,2024-01-04 15:56:30,3,16.15
T20240104000026,S002,SKU00045,2024-01-04 16:57:00,1,12.56
T20240104000027,S002, SKU00030 ,2024-01-04 10:37:00,3,3.84
T20240104000028,S002,sku00048,2024-01-04 10:08:00,3,17.38
T20240104000029,S002,SKU00048,2024-01-04 13:54:00,1,13.95
T20240104000030,S001,SKU00004,2024-01-04 18:34:00,1,11.22
T20240104000031,S002,sku00030,2024-01-04 13:26:00,1,6.69
T20240104000032,S002,sku00049,2024-01-04 21:28:00,1,21.64
T20240104000033,S001,SKU00032,2024-01-04 08:07:00,1,14.13
T20240104000034,S001,sku00009,2024-01-04 17:47:30,4,6.38
T20240104000035,S002,SKU00001,2024-01-04 12:30:00,1,19.56
T20240104000036,S002,SKU00014,2024-01-04 15:25:00,2,4.22
T20240104000037,S001,SKU00044,2024-01-04 15:30:00,4,19.5
T20240104000038,S002,SKU00015,2024-01-04 17:53:00,2,6.32
T20240104000039,S002, SKU00014 ,2024-01-04 14:55:00,4,13.75
T20240104000040,S001, SKU00021 ,2024-01-04 20:30:00,1,20.38
T20240104000041,S001,SKU00037,2024-01-04 10:12:30,1,7.79
T20240104000042,S001,sku00037,2024-01-04 16:20:00,2,3.4
T20240104000043,S001,SKU00027,2024-01-04 15:30:00,4,16.66
T20240104000044,S002, SKU00017 ,2024-01-04 13:01:00,1,6.13
T20240104000045,S002,SKU00018,2024-01-04 08:10:00,1,7.7
T20240104000046,S002, SKU00001 ,2024-01-04 09:29:00,2,10.74
T20240104000047,S002,SKU00031,2024-01-04 10:52:00,2,18.24
T20240104000048,S002,SKU00029,2024-01-04 18:03:30,2,2.39
T20240104000049,S002,SKU00040,2024-01-04 12:50:30,1,5.47
T20240104000050,S002,SKU00042,2024-01-04 07:49:30,1,8.42
T20240104000051,S002,SKU00035,2024-01-04 11:38:30,1,14.99
T20240104000052,S002,SKU00043,2024-01-04 19:08:00,1,23.92
T20240104000053,S001,SKU00043,2024-01-04 20:11:00,1,18.05
T20240104000054,S001,SKU00041,2024-01-04 13:19:00,2,22.47
T20240104000055,S001,SKU00028,2024-01-04 19:07:00,1,18.96
T20240104000056,S001,SKU00039,2024-01-04 16:04:00,2,21.7
T20240104000057,S001,SKU00041,2024-01-04 16:40:00,1,2.07
T20240104000058,S001,SKU00008,2024-01-04 12:48:00,2,10.73
T20240104000059,S002,SKU00033,2024-01-04 09:19:30,1,3.15
T20240104000060,S002,SKU00014,2024-01-04 17:28:00,1,12.77
T20240104000061,S002,SKU00039,2024-01-04 10:46:00,4,2.68
T20240104000062,S001, sku00038 ,2024-01-04 12:23:00,3,12.09
T20240104000063,S001,sku00010,2024-01-04 17:38:00,1,14.83
T20240104000064,S001,SKU00002,2024-01-04 18:28:00,1,6.09
T20240104000065,S002, SKU00041 ,2024-01-04 18:36:00,1,23.29
T20240104000066,S002,SKU00002,2024-01-04 10:32:00,2,4.32
T20240104000067,S001,SKU00031,2024-01-04 09:42:00,2,10.55
T20240104000068,S001,SKU00020,2024-01-04 16:20:00,2,20.63
T20240104000069,S002,SKU00020,2024-01-04 14:50:00,1,15.83
T20240104000070,S002,SKU00034,2024-01-04 11:06:30,2,10.31
T20240104000071,S002, sku00013 ,2024-01-04 21:04:00,2,4.61
T20240104000072,S001,SKU00047,2024-01-04 17:03:00,2,18.85
T20240104000073,S001,SKU00049,2024-01-04 16:56:00,1,9.22
T20240104000074,S001,sku00020,2024-01-04 14:17:00,4,24.11
T20240104000075,S001, sku00050 ,2024-01-04 14:29:00,1,17.78
T20240104000076,S001, SKU00008 ,2024-01-04 11:23:00,2,19.63
T20240104000077,S001,sku00022,2024-01-04 12:11:30,2,20.44
T20240104000078,S001, SKU00033 ,2024-01-04 10:48:00,4,3.6
T20240104000079,S002,SKU00013,2024-01-04 16:29:00,1,16.36
T20240104000080,S001,SKU00031,2024-01-04 07:36:00,1,1.77
T20240104000081,S002,SKU00049,2024-01-04 08:19:00,1,24.48
T20240104000082,S001,SKU00004,2024-01-04 13:35:00,4,20.35
T20240104000083,S002,SKU00005,2024-01-04 14:15:00,4,23.25
T20240104000084,S002,SKU00010,2024-01-04 20:02:00,1,5.5
T20240104000085,S001, SKU00019 ,2024-01-04 11:45:00,2,6.71
T20240104000086,S001,sku00008,2024-01-04 07:10:00,1,18.35
T20240104000087,S001,SKU00012,2024-01-04 12:26:30,3,9.14
T20240104000088,S002,SKU00015,2024-01-04 12:39:00,1,11.64
T20240104000089,S002, SKU00036 ,2024-01-04 08:20:00,1,4.95
T20240104000090,S002,SKU00007,2024-01-04 20:16:00,1,13.28
T20240104000091,S001,SKU00010,2024-01-04 11:10:00,1,2.47
T20240104000092,S002, SKU00002 ,2024-01-04 17:37:00,4,2.68
T20240104000093,S001, sku00003 ,2024-01-04 08:09:00,2,2.46
T20240104000094,S001,sku00032,2024-01-04 18:53:30,4,6.96
T20240104000095,S001,SKU00030,2024-01-04 15:54:00,4,15.26
T20240104000096,S001, SKU00015 ,2024-01-04 14:30:00,1,16.25
T20240104000097,S001,SKU00032,2024-01-04 08:38:00,1,21.59
T20240104000098,S002, SKU00021 ,2024-01-04 10:05:00,1,16.54
T20240104000099,S001, SKU00031 ,2024-01-04 20:37:00,2,10.72
T20240104000100,S001,sku00044,2024-01-04 09:18:00,2,14.75
T20240104000101,S001, SKU00018 ,2024-01-04 07:40:00,1,12.88
T20240104000102,S001,SKU00020,2024-01-04 13:08:00,1,24.55
T20240104000103,S002,SKU00029,2024-01-04 11:27:00,1,5.12
T20240104000104,S001, SKU00040 ,2024-01-04 20:32:30,2,9.59
T20240104000105,S001,sku00002,2024-01-04 16:21:00,1,16.58
T20240104000106,S002,sku00042,2024-01-04 09:54:00,1,1.2
T20240104000107,S001,SKU00049,2024-01-04 19:11:00,3,22.05
T20240104000108,S002,SKU00021,2024-01-04 13:56:00,1,24.67
T20240104000109,S002,sku00017,2024-01-04 14:29:00,4,2.81
T20240104000110,S002,SKU00029,2024-01-04 20:48:00,3,12.69
T20240104000111,S002,SKU00023,2024-01-04 07:26:00,1,4.9
T20240104000112,S001,SKU00012,2024-01-04 10:23:00,3,3.84
T20240104000113,S001,sku00023,2024-01-04 21:53:00,2,12.71
T20240104000114,S002, SKU00038 ,2024-01-04 16:19:00,1,11.66
T20240104000115,S002,SKU00026,2024-01-04 07:04:00,1,5.8
T20240104000116,S001,UNKNOWNX,2024-01-04 09:19:00,2,8.71
T20240104000117,S002,sku00023,2024-01-04 20:05:30,1,14.54
T20240104000118,S001, SKU00030 ,2024-01-04 15:19:00,2,5.82
