transaction_id,store_id,sku,sale_ts,quantity,unit_price
T20240115000001,S001, SKU00046 ,2024-01-15 08:01:00,2,19.2
T20240115000002,S001,sku00045,2024-01-15 18:07:30,1,23.76
T20240115000003,S001,SKU00034,2024-01-15 20:15:00,2,9.92
T20240115000004,S002,sku00003,2024-01-15 11:08:30,1,14.84
T20240115000005,S002, SKU00034 ,2024-01-15 19:42:30,2,6.41
T20240115000006,S002,SKU00039,2024-01-15 18:08:30,2,4.62
T20240115000007,S001, SKU00012 ,2024-01-15 10:48:00,2,13.89
T20240115000008,S002,SKU00011,2024-01-15 14:31:00,4,18.94
T20240115000009,S001, sku00004 ,2024-01-15 07:36:00,4,21.71
T20240115000010,S001,SKU00016,2024-01-15 12:19:00,4,24.04
T20240115000011,S002,SKU00050,2024-01-15 20:34:00,3,18.95
T20240115000012,S001, sku00020 ,2024-01-15 21:29:00,1,7.5
T20240115000013,S001,sku00019,2024-01-15 07:10:00,2,23.85
T20240115000014,S001,SKU00006,2024-01-15 09:59:30,1,8.61
T20240115000015,S002, SKU00037 ,2024-01-15 12:17:30,1,4.9
T20240115000016,S002,SKU00034,2024-01-15 15:13:00,1,6.63
T20240115000017,S002,sku00032,2024-01-15 07:37:00,1,15.51
T20240115000018,S002,sku00027,2024-01-15 15:09:30,1,15.34
T20240115000019,S001,SKU00038,2024-01-15 10:26:00,1,20.4
T20240115000020,S002,SKU00044,2024-01-15 19:03:00,4,4.97
T20240115000021,S002,SKU00042,2024-01-15 16:35:30,1,6.99
T20240115000022,S001,SKU00032,2024-01-15 07:18:00,3,2.22
T20240115000023,S002,SKU00007,2024-01-15 13:18:00,4,6.42
T20240115000024,S002,sku00031,2024-01-15 19:32:30,1,20.84
T20240115000025,S001,SKU00020,2024-01-15 17:08:30,3,15.9
T20240115000026,S001,sku00036,2024-01-15 14:24:00,4,10.99
T20240115000027,S001,SKU00024,2024-01-15 19:02:30,2,23.16
T20240115000028,S002,SKU00037,2024-01-15 14:40:00,3,10.01
T20240115000029,S001,SKU00009,2024-01-15 12:10:00,4,2.15
T20240115000030,S002,sku00005,2024-01-15 11:36:00,1,7.77
T20240115000031,S001,SKU00025,2024-01-15 13:45:00,1,24.6
T20240115000032,S002,sku00030,2024-01-15 18:52:00,3,14.23
T20240115000033,S002,sku00048,2024-01-15 18:22:00,2,17.32
T20240115000034,S002, SKU00003 ,2024-01-15 12:07:30,1,11.64
T20240115000035,S001,SKU00036,2024-01-15 10:01:00,3,23.92
T20240115000036,S002,SKU00042,2024-01-15 11:15:00,1,8.7
T20240115000037,S001, sku00033 ,2024-01-15 12:13:00,2,2.22
T20240115000038,S002,sku00030,2024-01-15 17:59:00,1,18.5
T20240115000039,S001,SKU00021,2024-01-15 17:04:00,2,4.24
T20240115000040,S001, SKU00014 ,2024-01-15 11:51:00,1,19.56
T20240115000041,S001, SKU00002 ,2024-01-15 16:49:00,3,5.48
T20240115000042,S001, sku00016 ,2024-01-15 13:13:00,3,17.85
T20240115000043,S001,SKU00015,2024-01-15 20:15:00,1,2.71
T20240115000044,S002,SKU00044,2024-01-15 11:06:30,2,20.87
T20240115000045,S001,SKU00045,2024-01-15 12:10:00,1,2.18
T20240115000046,S001, SKU00020 ,2024-01-15 10:20:00,1,16.51
T20240115000047,S001,SKU00020,2024-01-15 07:39:00,3,3.06
T20240115000048,S001,sku00046,2024-01-15 21:36:00,2,14.94
T20240115000049,S001,SKU00029,2024-01-15 16:51:00,4,12.39
T20240115000050,S002, SKU00009 ,2024-01-15 07:57:00,4,8.25
T20240115000051,S001,sku00035,2024-01-15 11:00:00,2,6.82
T20240115000052,S001,sku00048,2024-01-15 17:02:30,1,24.56
T20240115000053,S002,SKU00046,2024-01-15 14:50:00,1,18.72
T20240115000054,S002,SKU00015,2024-01-15 10:40:00,1,2.69
T20240115000055,S001,SKU00007,2024-01-15 13:01:00,1,12.87
T20240115000056,S001,SKU00013,2024-01-15 07:39:00,1,3.09
T20240115000057,S002,SKU00005,2024-01-15 17:36:00,2,13.42
T20240115000058,S001,sku00016,2024-01-15 07:38:00,3,6.2
T20240115000059,S002, SKU00038 ,2024-01-15 09:09:00,4,24.84
T20240115000060,S001,SKU00040,2024-01-15 20:16:30,1,12.96
T20240115000061,S001,sku00028,2024-01-15 14:24:30,2,18.97
T20240115000062,S001,SKU00009,2024-01-15 12:28:30,2,13.21
T20240115000063,S002,SKU00044,2024-01-15 20:13:00,2,6.39
T20240115000064,S001, SKU00003 ,2024-01-15 18:45:30,4,16.31
T20240115000065,S002,SKU00008,2024-01-15 15:36:00,2,14.63
T20240115000066,S001,SKU00050,2024-01-15 12:11:00,1,20.29
T20240115000067,S001,SKU00039,2024-01-15 11:04:30,1,15.93
T20240115000068,S002,SKU00019,2024-01-15 17:11:00,2,10.35
T20240115000069,S002,SKU00003,2024-01-15 19:06:00,1,19.13
T20240115000070,S002,sku00021,2024-01-15 18:18:00,3,16.55
T20240115000071,S001,sku00024,2024-01-15 09:53:00,2,10.03
T20240115000072,S001,sku00043,2024-01-15 21:24:00,2,14.38
T20240115000073,S002,SKU00004,2024-01-15 07:14:00,3,8.22
T20240115000074,S001,sku00012,2024-01-15 12:50:30,1,21.47
T20240115000075,S002, SKU00041 ,2024-01-15 09:04:00,2,8.65
T20240115000076,S002,sku00038,2024-01-15 09:39:00,2,23.01
T20240115000077,S002,SKU00041,2024-01-15 18:32:00,3,15.14
T20240115000078,S002,sku00024,2024-01-15 14:53:00,2,8.48
T20240115000079,S001, SKU00041 ,2024-01-15 18:38:00,1,18.52
T20240115000080,S002,SKU00050,2024-01-15 09:22:00,2,22.57
T20240115000081,S002, SKU00040 ,2024-01-15 12:09:00,3,16.65
T20240115000082,S001,sku00049,2024-01-15 20:01:00,2,5.77
T20240115000083,S001,sku00028,2024-01-15 10:07:00,2,14.75
T20240115000084,S001,sku00031,2024-01-15 10:46:00,1,23.95
T20240115000085,S001, sku00046 ,2024-01-15 20:19:00,4,20.88
T20240115000086,S002,SKU00024,2024-01-15 20:54:00,1,1.6
T20240115000087,S001,SKU00034,2024-01-15 12:08:00,1,9.78
T20240115000088,S001,SKU00034,2024-01-15 13:40:00,1,12.22
T20240115000089,S002,sku00008,2024-01-15 07:29:30,2,8.85
T20240115000090,S002, SKU00032 ,2024-01-15 14:56:00,4,7.52
T20240115000091,S001, sku00026 ,2024-01-15 20:28:00,1,22.46
T20240115000092,S001,SKU00030,2024-01-15 10:13:00,1,12.0
T20240115000093,S002,SKU00003,2024-01-15 12:01:00,2,10.24
T20240115000094,S001,sku00047,2024-01-15 20:47:00,3,12.92
T20240115000095,S001,SKU00048,2024-01-15 21:24:00,2,7.26
T20240115000096,S001, SKU00010 ,2024-01-15 11:49:00,4,13.63
T20240115000097,S002, SKU00047 ,2024-01-15 16:57:00,2,4.96
T20240115000098,S001,SKU00026,2024-01-15 08:53:00,1,17.58
T20240115000099,S002,SKU00035,2024-01-15 08:30:00,1,8.96
