transaction_id,store_id,sku,sale_ts,quantity,unit_price
T20240111000001,S002, SKU00012 ,2024-01-11 19:45:00,4,21.07
T20240111000002,S002,SKU00048,2024-01-11 14:28:00,2,5.56
T20240111000003,S001,SKU00036,2024-01-11 13:34:30,1,5.61
T20240111000004,S002, SKU00026 ,2024-01-11 11:21:30,3,15.71
T20240111000005,S001,SKU00040,2024-01-11 11:48:00,1,8.27
T20240111000006,S002,SKU00019,2024-01-11 09:28:00,1,6.85
T20240111000007,S001,SKU00004,2024-01-11 17:58:30,2,22.34
T20240111000008,S001,sku00042,2024-01-11 18:56:00,4,11.56
T20240111000009,S002,SKU00024,2024-01-11 08:20:00,1,3.59
T20240111000010,S002,sku00044,2024-01-11 21:15:00,2,14.04
T20240111000011,S001,sku00040,2024-01-11 20:18:30,2,16.26
T20240111000012,S002,sku00030,2024-01-11 17:27:00,1,6.86
T20240111000013,S001,SKU00024,2024-01-11 18:48:30,2,11.23
T20240111000014,S001,SKU00025,2024-01-11 20:35:00,4,19.23
T20240111000015,S002, SKU00029 ,2024-01-11 20:32:00,3,12.6
T20240111000016,S001,sku00035,2024-01-11 17:48:00,4,12.04
T20240111000017,S001,SKU00002,2024-01-11 19:06:30,2,14.24
T20240111000018,S001, SKU00024 ,2024-01-11 15:15:00,1,20.89
T20240111000019,S001,SKU00013,2024-01-11 13:20:00,1,7.97
T20240111000020,S001,sku00048,2024-01-11 15:00:00,2,12.62
T20240111000021,S001,sku00003,2024-01-11 15:46:00,3,7.81
T20240111000022,S002,SKU00017,2024-01-11 20:15:00,2,19.01
T20240111000023,S002,SKU00006,2024-01-11 14:21:00,1,2.09
T20240111000024,S002, SKU00011 ,2024-01-11 15:13:00,1,2.76
T20240111000025,S001,SKU00021,2024-01-11 16:01:30,1,21.2
T20240111000026,S002, SKU00026 ,2024-01-11 21:10:30,3,12.13
T20240111000027,S002, SKU00026 ,2024-01-11 12:50:00,2,2.72
T20240111000028,S002,SKU00045,2024-01-11 16:22:00,1,5.28
T20240111000029,S002,SKU00048,2024-01-11 14:18:00,2,13.73
T20240111000030,S001,SKU00048,2024-01-11 10:08:30,2,24.79
T20240111000031,S001,SKU00022,2024-01-11 11:34:30,1,22.66
T20240111000032,S002,SKU00008,2024-01-11 14:21:00,1,6.93
T20240111000033,S002,SKU00005,2024-01-11 19:38:00,2,15.16
T20240111000034,S001,SKU00003,2024-01-11 18:22:00,2,20.79
T20240111000035,S002,SKU00015,2024-01-11 13:58:00,1,18.92
T20240111000036,S002,SKU00003,2024-01-11 14:51:30,4,8.92
T20240111000037,S001,SKU00044,2024-01-11 08:17:30,2,1.65
T20240111000038,S001,SKU00008,2024-01-11 20:07:00,2,14.57
T20240111000039,S002,sku00021,2024-01-11 14:00:00,3,16.99
T20240111000040,S002,SKU00011,2024-01-11 21:24:00,2,6.13
T20240111000041,S001,SKU00024,2024-01-11 08:23:00,1,3.57
T20240111000042,S002,SKU00022,2024-01-11 17:17:00,2,8.92
T20240111000043,S002,SKU00004,2024-01-11 08:50:00,2,1.94
T20240111000044,S001,SKU00028,2024-01-11 13:49:00,1,13.41
T20240111000045,S001,UNKNOWNX,2024-01-11 10:26:00,1,20.25
T20240111000046,S002,SKU00016,2024-01-11 17:26:00,2,7.08
T20240111000047,S001,SKU00012,2024-01-11 07:22:00,1,15.6
T20240111000048,S002,sku00025,2024-01-11 11:09:30,1,14.25
T20240111000049,S001,SKU00029,2024-01-11 14:06:00,2,11.02
T20240111000050,S002,sku00011,2024-01-11 17:05:00,2,10.14
T20240111000051,S001,SKU00050,2024-01-11 10:30:30,3,17.79
T20240111000052,S002, sku00032 ,2024-01-11 10:12:00,1,5.05
T20240111000053,S001,SKU00050,2024-01-11 16:09:00,1,6.16
T20240111000054,S002,SKU00033,2024-01-11 13:11:00,4,23.53
T20240111000055,S002,SKU00028,2024-01-11 10:22:00,2,7.63
T20240111000056,S001,SKU00001,2024-01-11 11:18:00,4,18.3
T20240111000057,S001,SKU00004,2024-01-11 12:33:00,1,9.35
T20240111000058,S001, sku00002 ,2024-01-11 11:54:30,1,18.12
T20240111000059,S002,SKU00040,2024-01-11 10:01:30,1,22.37
T20240111000060,S002,SKU00048,2024-01-11 09:26:00,1,11.92
T20240111000061,S001,SKU00017,2024-01-11 16:08:30,3,5.17
T20240111000062,S002, sku00042 ,2024-01-11 21:49:00,2,1.1
T20240111000063,S002,sku00029,2024-01-11 08:54:30,3,9.52
T20240111000064,S002,SKU00039,2024-01-11 11:33:30,1,8.53
T20240111000065,S001,SKU00035,2024-01-11 19:18:00,1,6.23
T20240111000066,S002,SKU00020,2024-01-11 18:03:30,4,15.49
T20240111000067,S002,SKU00003,2024-01-11 21:14:00,2,22.69
T20240111000068,S002,SKU00036,2024-01-11 18:27:30,4,7.89
T20240111000069,S001,sku00006,2024-01-11 17:02:00,2,8.55
T20240111000070,S002,SKU00039,2024-01-11 14:17:00,1,21.8
T20240111000071,S002,SKU00025,2024-01-11 14:34:00,1,22.19
T20240111000072,S001,SKU00005,2024-01-11 20:34:30,2,10.98
T20240111000073,S002,SKU00039,2024-01-11 08:56:00,1,15.41
T20240111000074,S001,SKU00011,2024-01-11 10:52:00,2,22.24
T20240111000075,S001,SKU00035,2024-01-11 15:10:30,1,2.31
T20240111000076,S001,sku00029,2024-01-11 20:18:30,2,3.76
T20240111000077,S002,SKU00050,2024-01-11 18:03:00,1,8.51
T20240111000078,S002, sku00034 ,2024-01-11 13:53:00,4,15.41
T20240111000079,S001,SKU00034,2024-01-11 11:10:00,3,11.78
T20240111000080,S001,SKU00003,2024-01-11 12:32:30,1,9.16
T20240111000081,S001,SKU00017,2024-01-11 20:30:00,1,6.79
T20240111000082,S001, SKU00017 ,2024-01-11 19:58:30,3,2.32
T20240111000083,S002,SKU00044,2024-01-11 20:56:00,1,23.38
T20240111000084,S001,SKU00050,2024-01-11 08:52:00,1,14.64
T20240111000085,S002,SKU00018,2024-01-11 14:54:00,1,11.4
T20240111000086,S001, SKU00045 ,2024-01-11 17:51:00,3,23.34
T20240111000087,S002,sku00029,2024-01-11 20:31:00,2,7.62
T20240111000088,S001,SKU00036,2024-01-11 18:57:00,2,4.88
T20240111000089,S001, sku00008 ,2024-01-11 08:06:30,2,1.99
T20240111000090,S002,SKU00049,2024-01-11 15:48:00,2,9.88
T20240111000091,S002, SKU00015 ,2024-01-11 09:11:00,2,17.51
T20240111000092,S002,SKU00013,2024-01-11 11:22:00,1,16.75
T20240111000093,S001,SKU00032,2024-01-11 17:29:00,3,23.05
T20240111000094,S001,sku00042,2024-01-11 12:28:30,3,1.77
T20240111000095,S002, SKU00017 ,2024-01-11 17:55:30,4,8.18
T20240111000096,S001,SKU00030,2024-01-11 17:27:00,1,12.22
T20240111000097,S001,SKU00019,2024-01-11 15:05:00,1,1.16
T20240111000098,S001,sku00009,2024-01-11 18:08:30,4,9.41
T20240111000099,S001,SKU00017,2024-01-11 18:43:00,1,14.89
T20240111000100,S002,SKU00024,2024-01-11 15:02:00,2,20.93
T20240111000101,S001, SKU00003 ,2024-01-11 08:46:00,1,15.48
T20240111000102,S002,SKU00047,2024-01-11 09:25:00,1,5.5
T20240111000103,S001,SKU00015,2024-01-11 10:16:30,4,6.5
T20240111000104,S001,SKU00001,2024-01-11 09:54:00,1,12.65
