transaction_id,store_id,sku,sale_ts,quantity,unit_price
T20240120000001,S001,SKU00034,2024-01-20 21:48:00,3,22.38
T20240120000002,S001,sku00011,2024-01-20 07:49:00,4,19.73
T20240120000003,S002,SKU00029,2024-01-20 16:46:30,1,1.67
T20240120000004,S001,SKU00031,2024-01-20 12:32:00,1,13.92
T20240120000005,S002,SKU00004,2024-01-20 12:53:00,1,5.74
T20240120000006,S001,sku00002,2024-01-20 08:10:00,1,15.02
T20240120000007,S002,SKU00047,2024-01-20 16:40:30,2,18.43
T20240120000008,S002, sku00040 ,2024-01-20 18:18:00,1,1.96
T20240120000009,S002,SKU00001,2024-01-20 12:22:00,1,20.98
T20240120000010,S002,SKU00022,2024-01-20 07:23:00,1,13.38
T20240120000011,S001,SKU00044,2024-01-20 21:43:00,1,13.13
T20240120000012,S001,sku00030,2024-01-20 17:04:00,3,16.79
T20240120000013,S001,SKU00010,2024-01-20 13:58:00,1,3.07
T20240120000014,S002, SKU00047 ,2024-01-20 13:04:00,4,1.41
T20240120000015,S002,sku00025,2024-01-20 10:14:00,1,7.6
T20240120000016,S002,SKU00005,2024-01-20 17:14:00,3,20.72
T20240120000017,S002,sku00013,2024-01-20 14:43:00,4,20.32
T20240120000018,S002,SKU00028,2024-01-20 12:39:30,3,24.35
T20240120000019,S001,SKU00011,2024-01-20 13:07:00,3,19.5
T20240120000020,S002,SKU00028,2024-01-20 14:56:00,4,15.18
T20240120000021,S001,SKU00032,2024-01-20 20:10:00,4,1.71
T20240120000022,S002,SKU00006,2024-01-20 11:37:00,1,2.41
T20240120000023,S001,SKU00026,2024-01-20 21:31:00,2,16.42
T20240120000024,S002,SKU00002,2024-01-20 08:06:30,1,19.97
T20240120000025,S001,SKU00045,2024-01-20 11:13:00,2,14.48
T20240120000026,S002,SKU00014,2024-01-20 11:18:00,1,22.26
T20240120000027,S001,SKU00006,2024-01-20 12:58:00,2,6.18
T20240120000028,S001,SKU00039,2024-01-20 08:26:30,2,1.54
T20240120000029,S002,SKU00011,2024-01-20 18:50:00,3,24.07
T20240120000030,S001,SKU00050,2024-01-20 13:36:30,2,16.56
T20240120000031,S001,sku00048,2024-01-20 16:28:00,2,7.98
T20240120000032,S002,SKU00003,2024-01-20 14:15:30,1,11.91
T20240120000033,S002,SKU00008,2024-01-20 15:12:00,1,13.77
T20240120000034,S001,SKU00007,2024-01-20 12:36:00,2,12.25
T20240120000035,S001,SKU00018,2024-01-20 14:34:00,1,7.96
T20240120000036,S001,SKU00006,2024-01-20 07:52:00,2,1.38
T20240120000037,S002,SKU00037,2024-01-20 20:57:00,1,3.48
T20240120000038,S001,SKU00002,2024-01-20 16:35:00,1,20.71
T20240120000039,S001,sku00036,2024-01-20 11:36:30,3,7.9
T20240120000040,S001,SKU00016,2024-01-20 10:06:00,4,3.97
T20240120000041,S002,SKU00031,2024-01-20 18:08:30,1,3.27
T20240120000042,S002,SKU00021,2024-01-20 11:57:00,4,16.53
T20240120000043,S002,SKU00013,2024-01-20 10:03:00,3,4.0
T20240120000044,S001,SKU00041,2024-01-20 16:59:00,1,11.45
T20240120000045,S001,SKU00044,2024-01-20 08:26:00,2,20.94
T20240120000046,S002, SKU00021 ,2024-01-20 07:43:30,2,10.02
T20240120000047,S001,SKU00040,2024-01-20 15:54:00,1,1.77
T20240120000048,S001,SKU00035,2024-01-20 07:00:30,2,18.63
T20240120000049,S002,sku00037,2024-01-20 10:08:00,1,9.21
T20240120000050,S001,SKU00016,2024-01-20 21:54:00,2,8.11
T20240120000051,S001,SKU00036,2024-01-20 14:26:30,2,14.09
T20240120000052,S001,sku00011,2024-01-20 14:01:00,2,2.49
T20240120000053,S002,SKU00016,2024-01-20 20:05:00,2,5.41
T20240120000054,S001,SKU00031,2024-01-20 19:39:00,1,23.49
T20240120000055,S002,SKU00037,2024-01-20 08:57:00,1,15.02
