transaction_id,store_id,sku,sale_ts,quantity,unit_price
T20240110000001,S002,sku00043,2024-01-10 17:10:00,1,17.72
T20240110000002,S001,SKU00028,2024-01-10 21:12:30,4,14.1
T20240110000003,S002, SKU00022 ,2024-01-10 11:36:30,2,3.97
T20240110000004,S002,SKU00012,2024-01-10 10:26:30,3,19.92
T20240110000005,S002,sku00049,2024-01-10 19:03:00,2,14.64
T20240110000006,S001,SKU00023,2024-01-10 20:56:00,4,17.33
T20240110000007,S002,SKU00018,2024-01-10 08:40:00,2,21.08
T20240110000008,S002,sku00016,2024-01-10 12:38:00,3,9.8
T20240110000009,S001,SKU00035,2024-01-10 12:48:00,1,8.13
T20240110000010,S001,SKU00004,2024-01-10 08:27:00,2,3.45
T20240110000011,S002,SKU00011,2024-01-10 21:45:00,1,20.12
T20240110000012,S002, SKU00021 ,2024-01-10 21:31:00,2,21.91
T20240110000013,S001,SKU00049,2024-01-10 21:08:30,2,21.98
T20240110000014,S001,SKU00035,2024-01-10 20:13:00,1,12.17
T20240110000015,S001,SKU00026,2024-01-10 14:57:00,1,15.2
T20240110000016,S002,sku00010,2024-01-10 18:41:30,1,18.81
T20240110000017,S002,SKU00031,2024-01-10 14:09:30,4,11.58
T20240110000018,S001,sku00032,2024-01-10 08:34:30,2,24.73
T20240110000019,S002,sku00025,2024-01-10 16:47:00,1,21.89
T20240110000020,S001,sku00004,2024-01-10 20:53:00,1,4.3
T20240110000021,S002,sku00002,2024-01-10 14:01:00,1,8.33
T20240110000022,S001,SKU00029,2024-01-10 09:57:00,1,22.66
T20240110000023,S001,SKU00032,2024-01-10 18:29:30,3,8.24
T20240110000024,S002,SKU00018,2024-01-10 20:31:30,3,15.59
T20240110000025,S001,SKU00039,2024-01-10 20:19:00,4,21.13
T20240110000026,S002,SKU00013,2024-01-10 18:59:00,1,7.33
T20240110000027,S001,sku00035,2024-01-10 11:31:30,1,22.43
T20240110000028,S001,SKU00047,2024-01-10 10:04:00,4,14.29
T20240110000029,S001,SKU00032,2024-01-10 09:25:00,1,23.02
T20240110000030,S001,sku00020,2024-01-10 12:02:30,2,19.85
T20240110000031,S001,SKU00010,2024-01-10 14:40:30,2,4.64
T20240110000032,S001,SKU00011,2024-01-10 09:12:00,2,12.26
T20240110000033,S002,SKU00035,2024-01-10 12:03:00,2,5.31
T20240110000034,S002, SKU00020 ,2024-01-10 16:36:30,1,17.92
T20240110000035,S002,SKU00047,2024-01-10 21:24:00,4,16.74
T20240110000036,S002,SKU00023,2024-01-10 14:28:30,4,5.7
T20240110000037,S001,SKU00046,2024-01-10 11:38:30,3,7.48
T20240110000038,S002,SKU00033,2024-01-10 08:48:00,2,17.26
T20240110000039,S001,SKU00026,2024-01-10 18:59:00,3,14.11
T20240110000040,S001,sku00029,2024-01-10 13:29:00,3,5.21
T20240110000041,S001,sku00043,2024-01-10 07:00:00,2,6.74
T20240110000042,S002,SKU00041,2024-01-10 08:35:00,2,22.42
T20240110000043,S002,SKU00008,2024-01-10 07:10:00,4,14.7
