transaction_id,store_id,sku,sale_ts,quantity,unit_price
T20240121000001,S002,SKU00044,2024-01-21 21:13:00,2,3.47
T20240121000002,S001,SKU00005,2024-01-21 12:47:00,1,12.23
T20240121000003,S002, SKU00010 ,2024-01-21 09:58:00,4,22.58
T20240121000004,S001,SKU00042,2024-01-21 20:41:30,1,10.99
T20240121000005,S002,SKU00044,2024-01-21 16:23:00,1,6.73
T20240121000006,S002, sku00047 ,2024-01-21 17:43:00,2,10.74
T20240121000007,S001,SKU00046,2024-01-21 09:35:00,3,10.14
T20240121000008,S001,SKU00028,2024-01-21 12:51:30,1,12.87
T20240121000009,S002,sku00027,2024-01-21 09:57:30,2,19.57
T20240121000010,S001,SKU00036,2024-01-21 12:13:00,1,4.2
T20240121000011,S001,SKU00030,2024-01-21 10:13:00,1,20.97
T20240121000012,S001,sku00018,2024-01-21 11:35:00,3,7.78
T20240121000013,S001, SKU00012 ,2024-01-21 09:49:30,1,7.7
T20240121000014,S001, SKU00014 ,2024-01-21 11:15:00,1,8.25
T20240121000015,S001,SKU00042,2024-01-21 08:08:30,2,19.71
T20240121000016,S001,SKU00004,2024-01-21 18:28:00,2,19.97
T20240121000017,S002,SKU00015,2024-01-21 18:28:30,4,17.61
T20240121000018,S001,SKU00019,2024-01-21 16:46:30,4,24.03
T20240121000019,S002,SKU00021,2024-01-21 11:07:00,2,6.09
T20240121000020,S001, sku00033 ,2024-01-21 13:02:00,2,17.71
T20240121000021,S001,SKU00044,2024-01-21 13:55:00,4,23.12
T20240121000022,S001,SKU00031,2024-01-21 21:09:00,1,10.84
T20240121000023,S002,SKU00035,2024-01-21 11:58:00,2,10.67
T20240121000024,S002,SKU00009,2024-01-21 12:01:30,2,20.52
T20240121000025,S001,SKU00006,2024-01-21 09:47:00,4,18.96
T20240121000026,S001,SKU00049,2024-01-21 09:23:30,1,14.36
T20240121000027,S001, SKU00002 ,2024-01-21 17:21:00,2,4.8
T20240121000028,S002,SKU00011,2024-01-21 17:39:00,1,1.49
T20240121000029,S001,sku00040,2024-01-21 12:25:30,3,4.2
T20240121000030,S002,SKU00025,2024-01-21 14:38:00,2,21.98
T20240121000031,S002,SKU00049,2024-01-21 17:50:00,3,20.25
T20240121000032,S002,SKU00009,2024-01-21 15:03:30,3,16.46
T20240121000033,S002,SKU00037,2024-01-21 10:45:00,3,6.08
T20240121000034,S001,SKU00003,2024-01-21 09:27:00,1,19.44
T20240121000035,S002,SKU00041,2024-01-21 20:52:00,2,24.34
T20240121000036,S002, SKU00013 ,2024-01-21 18:25:00,1,18.35
T20240121000037,S001,SKU00048,2024-01-21 07:15:00,1,3.13
T20240121000038,S002,SKU00006,2024-01-21 16:25:00,2,10.2
T20240121000039,S001, SKU00032 ,2024-01-21 17:27:30,2,19.68
T20240121000040,S001, SKU00043 ,2024-01-21 09:32:00,2,21.69
T20240121000041,S002, SKU00049 ,2024-01-21 09:19:00,4,19.42
T20240121000042,S001,SKU00039,2024-01-21 08:24:00,1,17.1
T20240121000043,S001,SKU00029,2024-01-21 21:57:00,1,7.04
T20240121000044,S001, SKU00043 ,2024-01-21 17:01:00,1,10.17
T20240121000045,S001,SKU00011,2024-01-21 15:28:30,1,12.11
T20240121000046,S001, sku00001 ,2024-01-21 21:42:00,1,13.89
T20240121000047,S001, SKU00039 ,2024-01-21 16:59:00,4,15.43
T20240121000048,S002,sku00026,2024-01-21 09:58:00,1,14.9
T20240121000049,S002,SKU00038,2024-01-21 13:57:00,1,6.55
T20240121000050,S002,SKU00038,2024-01-21 18:42:00,2,17.0
T20240121000051,S001, SKU00050 ,2024-01-21 12:55:00,1,6.4
T20240121000052,S001,SKU00018,2024-01-21 13:29:00,1,23.1
T20240121000053,S001,SKU00014,2024-01-21 12:58:30,1,4.07
T20240121000054,S001,SKU00018,2024-01-21 20:11:30,3,18.45
T20240121000055,S002,sku00045,2024-01-21 09:32:00,4,21.12
T20240121000056,S001,SKU00016,2024-01-21 21:00:00,2,4.72
T20240121000057,S001,SKU00016,2024-01-21 09:45:00,2,14.99
T20240121000058,S002,SKU00002,2024-01-21 19:32:00,1,18.22
T20240121000059,S002, SKU00014 ,2024-01-21 11:59:30,2,23.43
T20240121000060,S002,SKU00013,2024-01-21 10:49:00,1,3.09
T20240121000061,S002,SKU00008,2024-01-21 10:30:00,2,10.23
T20240121000062,S001,SKU00031,2024-01-21 07:56:00,4,3.77
T20240121000063,S001,SKU00037,2024-01-21 11:06:00,1,3.14
T20240121000064,S001,SKU00029,2024-01-21 10:26:00,3,22.4
T20240121000065,S002,SKU00039,2024-01-21 10:28:30,2,8.32
T20240121000066,S001,sku00021,2024-01-21 19:14:30,4,4.97
T20240121000067,S002, SKU00026 ,2024-01-21 17:42:30,2,21.61
T20240121000068,S002, sku00049 ,2024-01-21 13:59:00,2,3.68
T20240121000069,S002,sku00049,2024-01-21 20:28:00,1,16.52
T20240121000070,S002,SKU00041,2024-01-21 10:11:30,3,1.8
T20240121000071,S002, sku00011 ,2024-01-21 12:07:00,2,17.77
T20240121000072,S001,SKU00029,2024-01-21 20:39:00,2,17.54
T20240121000073,S002,SKU00008,2024-01-21 17:41:00,4,11.91
T20240121000074,S001,SKU00037,2024-01-21 12:33:00,2,10.92
T20240121000075,S001,SKU00007,2024-01-21 16:52:00,1,10.37
T20240121000076,S002,SKU00012,2024-01-21 10:26:00,1,6.5
T20240121000077,S002,SKU00001,2024-01-21 07:32:00,1,24.43
T20240121000078,S002,SKU00025,2024-01-21 19:31:30,1,12.41
T20240121000079,S001,sku00026,2024-01-21 15:18:00,2,5.23
